,90,85,79,78,76,74,73,72,71,68,67,66,65,63,61,60,59,57,56,55,54,53,52,51,50,49,48,47,46,45,44,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,0.0,14.0,14.0,17.0,16.0,21.0,43.0,28.0,21.0,25.0,26.0,35.0,39.0,34.0,16.0,18.0,857.0
B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,2.0,7.0,4.0,7.0,8.0,10.0,6.0,11.0,4.0,24.0,18.0,39.0,12.0,41.0,24.0,30.0,40.0,43.0,31.0,79.0,59.0,28.0,32.0,28.0,65.0,32.0,16.0,15.0,40.0,872.0
C,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,5.0,4.0,12.0,15.0,15.0,25.0,12.0,25.0,29.0,17.0,29.0,17.0,19.0,12.0,17.0,28.0,26.0,74.0,61.0,41.0,69.0,68.0,68.0,61.0,71.0,71.0,31.0,50.0,38.0,32.0,33.0,20.0,42.0,11.0,6.0,13.0,6.0,482.0
D,7.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,4.0,10.0,6.0,1.0,0.0,9.0,10.0,1.0,2.0,13.0,7.0,9.0,13.0,6.0,4.0,13.0,17.0,6.0,17.0,9.0,18.0,13.0,14.0,13.0,13.0,21.0,15.0,16.0,49.0,64.0,49.0,49.0,54.0,48.0,57.0,35.0,66.0,58.0,84.0,48.0,81.0,68.0,62.0,56.0,50.0,59.0,29.0,23.0,27.0,14.0,15.0,8.0,7.0,7.0,15.0,2.0,32.0,3.0,170.0
