problem_number,pass_num,total_num,accuracy
099,4,10
100,5,10
101,0,10,0
102,0,10,0
103,0,10,0
104,0,10,0
105,2,10
106,0,10,0
107,0,8,0
108,0,10,0
109,0,1,0
110,0,9,0
111,0,10,0
112,0,8,0
113,0,10,0
114,0,10,0
115,0,10,0
116,0,9,0
117,0,10,0
118,0,10,0
119,1,10
120,0,10,0
121,0,10,0
122,0,10,0
123,8,9
124,0,10,0
125,0,10,0
126,0,10,0
127,0,10,0
128,3,10
129,0,10,0
130,3,9
131,7,10
132,0,8,0
133,1,10
134,0,1,0
135,0,10,0
136,1,10
137,2,8
138,2,10
139,7,9
140,0,10,0
141,0,10,0
142,0,9,0
143,0,10,0
144,0,10,0
145,3,10
146,0,10,0
147,9,10
148,0,10,0
149,7,10
150,2,10
151,0,10,0
152,0,9,0
153,6,10
154,0,10,0
155,0,9,0
156,1,9
157,0,10,0
158,4,10
159,2,10
160,7,10
161,0,9,0
162,1,9
163,6,10
164,0,9,0
165,10,10,1
166,0,8,0
167,0,10,0
168,0,10,0
169,0,10,0
170,0,10,0
171,3,10
172,0,8,0
173,0,10,0
174,0,9,0
175,0,9,0
176,0,1,0
177,0,10,0
178,4,9
179,1,10
180,6,10
181,6,10
182,0,10,0
183,7,10
184,0,10,0
185,3,10
186,7,10
187,0,1,0
188,3,10
189,0,8,0
190,0,8,0
191,0,1,0
192,3,10
193,0,1,0
194,0,10,0
195,1,9
196,0,10,0
197,0,10,0
198,0,1,0
199,0,10,0
200,0,10,0
201,0,1,0
202,0,2,0
203,0,10,0
204,0,8,0
205,0,9,0
206,0,8,0
207,0,1,0
208,0,10,0
209,0,1,0
210,0,10,0
211,2,10
212,0,10,0
213,0,10,0
214,1,10
215,0,10,0
216,0,10,0
217,0,10,0
218,0,10,0
219,0,10,0
220,7,10
221,0,10,0
222,0,10,0
223,0,1,0
224,0,9,0
225,0,10,0
226,0,1,0
227,0,8,0
228,0,9,0
229,0,10,0
230,0,10,0
231,0,10,0
232,0,1,0
233,2,10
234,0,9,0
235,0,10,0
236,0,10,0
237,0,10,0
238,0,9,0
239,0,9,0
240,0,10,0
241,0,10,0
242,0,8,0
243,0,10,0
244,0,10,0
245,1,9
246,0,9,0
247,0,10,0
248,0,8,0
249,0,10,0
250,0,10,0
251,0,10,0
252,0,9,0
253,0,9,0
254,0,8,0
255,0,10,0
256,5,10
257,0,9,0
258,0,10,0
259,0,9,0
260,0,10,0
261,0,9,0
262,0,9,0
263,0,9,0
264,0,10,0
265,0,10,0
266,0,10,0
267,0,9,0
268,0,10,0
269,0,10,0
270,0,10,0
271,4,10
272,0,10,0
273,0,10,0
274,0,10,0
275,0,4,0
276,0,10,0
277,0,10,0
278,0,9,0
279,0,10,0
280,0,10,0
281,0,10,0
282,0,9,0
283,0,10,0
284,0,10,0
285,0,10,0
286,0,10,0
287,0,10,0
