difficulty,pass_num,total_num,accuracy
D,144,1775,0.0811267605633802
D,138,1727,0.0799073537927041
D,150,1777,0.084411930219471
D,158,1758,0.0898748577929465
D,137,1748,0.0783752860411899
,145.4,1757.0,0.08273923768193833
