difficulty,pass_num,total_num,accuracy
C,415,1792,0.2315848214285714
C,388,1724,0.2250580046403712
C,420,1793,0.2342442833240379
C,427,1789,0.2386808272778088
C,406,1800,0.2255555555555555
,411.2,1779.6,0.23102469844526893
