difficulty,pass_num,total_num,accuracy
B,724,1756,0.4123006833712984
B,749,1704,0.4395539906103286
B,701,1734,0.4042675893886966
B,736,1738,0.4234752589182969
B,751,1744,0.4306192660550458
,732.2,1735.2,0.42204335766873324
