difficulty,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
A,305,32,24,27,20,37,34,20,13,24,819
B,421,79,49,30,31,56,46,20,29,28,842
C,663,98,46,55,33,68,54,40,17,23,499
D,863,143,92,82,47,59,21,17,21,12,167
