3,1,37,0,3,"main@1-3@./8.py","./8.py","main","main( )",1,3
3,1,37,0,3,"main@1-3@./9.py","./9.py","main","main( )",1,3
3,1,37,0,3,"main@1-3@./6.py","./6.py","main","main( )",1,3
7,2,79,0,7,"main@1-7@./2.py","./2.py","main","main( )",1,7
22,7,177,0,22,"main@1-22@./3.py","./3.py","main","main( )",1,22
11,5,105,0,11,"main@1-11@./7.py","./7.py","main","main( )",1,11
22,6,177,0,22,"main@1-22@./0.py","./0.py","main","main( )",1,22
26,8,175,0,26,"main@1-26@./4.py","./4.py","main","main( )",1,26
15,5,133,0,15,"main@1-15@./5.py","./5.py","main","main( )",1,15
21,6,173,0,21,"main@1-21@./1.py","./1.py","main","main( )",1,21
