2,1,21,1,2,"solve@1-2@./8.py","./8.py","solve","solve( n )",1,2
3,1,22,0,3,"main@1-3@./9.py","./9.py","main","main( )",1,3
3,1,36,0,3,"main@1-3@./6.py","./6.py","main","main( )",1,3
4,1,41,0,4,"main@1-4@./2.py","./2.py","main","main( )",1,4
3,1,40,0,3,"main@1-3@./3.py","./3.py","main","main( )",1,3
7,2,85,0,7,"main@1-7@./7.py","./7.py","main","main( )",1,7
3,1,65,0,3,"main@1-3@./0.py","./0.py","main","main( )",1,3
3,1,40,0,3,"main@1-3@./4.py","./4.py","main","main( )",1,3
4,1,41,0,4,"main@1-4@./5.py","./5.py","main","main( )",1,4
4,1,39,0,4,"main@1-4@./1.py","./1.py","main","main( )",1,4
