3,5,48,0,3,"main@1-3@./8.py","./8.py","main","main( )",1,3
6,3,49,0,8,"main@1-8@./9.py","./9.py","main","main( )",1,8
6,5,49,0,6,"main@1-6@./6.py","./6.py","main","main( )",1,6
12,6,77,0,12,"main@1-12@./2.py","./2.py","main","main( )",1,12
12,5,73,0,12,"main@1-12@./3.py","./3.py","main","main( )",1,12
6,3,49,0,6,"main@1-6@./7.py","./7.py","main","main( )",1,6
6,3,45,0,6,"main@1-6@./0.py","./0.py","main","main( )",1,6
6,3,49,0,6,"main@1-6@./4.py","./4.py","main","main( )",1,6
6,3,55,0,6,"main@1-6@./5.py","./5.py","main","main( )",1,6
6,3,45,0,6,"main@1-6@./1.py","./1.py","main","main( )",1,6
