8,3,65,0,11,"main@1-11@./8.py","./8.py","main","main( )",1,11
11,4,81,0,17,"solve@1-17@./9.py","./9.py","solve","solve( )",1,17
6,3,50,0,9,"main@1-9@./6.py","./6.py","main","main( )",1,9
6,3,50,0,6,"main@1-6@./2.py","./2.py","main","main( )",1,6
6,5,64,0,6,"main@1-6@./3.py","./3.py","main","main( )",1,6
12,8,115,0,12,"main@1-12@./7.py","./7.py","main","main( )",1,12
6,3,50,0,6,"main@1-6@./0.py","./0.py","main","main( )",1,6
14,6,120,0,14,"main@1-14@./4.py","./4.py","main","main( )",1,14
14,12,150,0,14,"main@1-14@./5.py","./5.py","main","main( )",1,14
6,3,50,0,6,"main@1-6@./1.py","./1.py","main","main( )",1,6
