16,4,107,0,16,"main@1-16@./8.py","./8.py","main","main( )",1,16
15,7,200,0,15,"main@1-15@./9.py","./9.py","main","main( )",1,15
9,4,72,0,9,"solve@1-9@./6.py","./6.py","solve","solve( )",1,9
15,4,107,0,15,"main@1-15@./2.py","./2.py","main","main( )",1,15
15,4,105,0,15,"main@1-15@./3.py","./3.py","main","main( )",1,15
15,4,105,0,15,"main@1-15@./7.py","./7.py","main","main( )",1,15
16,4,108,0,16,"main@1-16@./0.py","./0.py","main","main( )",1,16
15,4,105,0,15,"main@1-15@./4.py","./4.py","main","main( )",1,15
15,4,107,0,15,"main@1-15@./5.py","./5.py","main","main( )",1,15
13,4,107,0,13,"main@1-13@./1.py","./1.py","main","main( )",1,13
