10,5,113,0,16,"main@1-16@./8.py","./8.py","main","main( )",1,16
10,4,101,0,15,"main@1-15@./9.py","./9.py","main","main( )",1,15
11,3,117,0,11,"main@1-11@./6.py","./6.py","main","main( )",1,11
7,2,77,0,7,"main@1-7@./2.py","./2.py","main","main( )",1,7
7,3,80,0,7,"main@1-7@./3.py","./3.py","main","main( )",1,7
2,1,20,0,2,"main@1-2@./7.py","./7.py","main","main( )",1,2
7,3,80,0,7,"main@1-7@./0.py","./0.py","main","main( )",1,7
7,3,80,0,7,"main@1-7@./4.py","./4.py","main","main( )",1,7
7,3,82,0,7,"main@1-7@./5.py","./5.py","main","main( )",1,7
8,4,94,0,8,"main@1-8@./1.py","./1.py","main","main( )",1,8
