51,29,343,0,51,"main@1-51@./8.py","./8.py","main","main( )",1,51
21,7,91,0,21,"main@1-21@./9.py","./9.py","main","main( )",1,21
20,8,100,0,20,"main@1-20@./6.py","./6.py","main","main( )",1,20
20,7,78,0,20,"main@1-20@./2.py","./2.py","main","main( )",1,20
17,6,78,0,17,"main@1-17@./3.py","./3.py","main","main( )",1,17
18,6,95,0,18,"main@1-18@./7.py","./7.py","main","main( )",1,18
17,6,78,0,17,"main@1-17@./0.py","./0.py","main","main( )",1,17
18,6,75,0,18,"main@1-18@./4.py","./4.py","main","main( )",1,18
21,7,90,0,21,"main@1-21@./5.py","./5.py","main","main( )",1,21
18,6,92,0,18,"main@1-18@./1.py","./1.py","main","main( )",1,18
