4,2,37,0,4,"main@1-4@./8.py","./8.py","main","main( )",1,4
9,2,49,0,13,"main@1-13@./9.py","./9.py","main","main( )",1,13
10,4,62,0,10,"main@1-10@./6.py","./6.py","main","main( )",1,10
6,7,61,0,6,"main@1-6@./2.py","./2.py","main","main( )",1,6
6,2,41,0,6,"main@1-6@./3.py","./3.py","main","main( )",1,6
6,3,43,0,6,"main@1-6@./7.py","./7.py","main","main( )",1,6
6,2,41,0,6,"main@1-6@./0.py","./0.py","main","main( )",1,6
6,2,41,0,6,"main@1-6@./4.py","./4.py","main","main( )",1,6
6,3,43,0,6,"main@1-6@./5.py","./5.py","main","main( )",1,6
6,2,41,0,6,"main@1-6@./1.py","./1.py","main","main( )",1,6
