3,2,12,1,3,"main@1-3@./8.py","./8.py","main","main( K )",1,3
2,1,14,1,2,"base2@1-2@./9.py","./9.py","base2","base2( n )",1,2
6,2,32,0,6,"main@1-6@./6.py","./6.py","main","main( )",1,6
8,2,59,0,8,"main@1-8@./2.py","./2.py","main","main( )",1,8
15,5,72,0,16,"main@1-16@./3.py","./3.py","main","main( )",1,16
7,2,39,0,7,"main@1-7@./7.py","./7.py","main","main( )",1,7
7,3,43,1,7,"f@1-7@./0.py","./0.py","f","f( s )",1,7
10,2,55,0,13,"main@1-13@./4.py","./4.py","main","main( )",1,13
13,4,50,0,13,"main@1-13@./5.py","./5.py","main","main( )",1,13
16,6,74,1,16,"getNthSmallestNumber@1-16@./1.py","./1.py","getNthSmallestNumber","getNthSmallestNumber( k )",1,16
