15,5,148,0,15,"main@1-15@./8.py","./8.py","main","main( )",1,15
10,3,82,0,24,"main@1-24@./9.py","./9.py","main","main( )",1,24
9,3,74,0,9,"main@1-9@./6.py","./6.py","main","main( )",1,9
24,9,204,0,24,"main@1-24@./2.py","./2.py","main","main( )",1,24
12,6,114,0,12,"main@1-12@./3.py","./3.py","main","main( )",1,12
14,7,186,0,23,"main@1-23@./7.py","./7.py","main","main( )",1,23
28,10,199,0,28,"main@1-28@./0.py","./0.py","main","main( )",1,28
14,6,130,0,14,"main@1-14@./4.py","./4.py","main","main( )",1,14
8,4,50,2,8,"main.dfs@9-16@./5.py","./5.py","main.dfs","main.dfs( v , p )",9,16
14,7,139,0,21,"main@1-21@./5.py","./5.py","main","main( )",1,21
7,3,41,2,7,"main.dfs@10-16@./1.py","./1.py","main.dfs","main.dfs( v , p )",10,16
7,3,41,2,7,"main.dfs@25-31@./1.py","./1.py","main.dfs","main.dfs( v , p )",25,31
7,3,41,2,7,"main.dfs@34-40@./1.py","./1.py","main.dfs","main.dfs( v , p )",34,40
7,3,41,2,7,"main.dfs@49-55@./1.py","./1.py","main.dfs","main.dfs( v , p )",49,55
27,8,189,0,56,"main@1-56@./1.py","./1.py","main","main( )",1,56
