10,6,67,0,10,"iceCreamType@1-10@./8.py","./8.py","iceCreamType","iceCreamType( )",1,10
13,6,67,0,13,"icecream@1-13@./9.py","./9.py","icecream","icecream( )",1,13
10,6,67,0,10,"problem194_a@1-10@./6.py","./6.py","problem194_a","problem194_a( )",1,10
9,6,46,2,9,"get_category@1-9@./2.py","./2.py","get_category","get_category( a , b )",1,9
9,6,46,2,9,"calc@1-9@./3.py","./3.py","calc","calc( a , b )",1,9
10,7,71,0,10,"main@1-10@./7.py","./7.py","main","main( )",1,10
10,6,67,0,10,"main@1-10@./0.py","./0.py","main","main( )",1,10
10,6,73,0,10,"main@1-10@./4.py","./4.py","main","main( )",1,10
9,6,46,2,9,"icecream_type@1-9@./5.py","./5.py","icecream_type","icecream_type( a , b )",1,9
9,6,40,2,9,"ice_cream_type@1-9@./1.py","./1.py","ice_cream_type","ice_cream_type( a , b )",1,9
