24,11,154,3,30,"solve@1-30@./8.py","./8.py","solve","solve( N , K , A )",1,30
2,2,16,1,2,"f@1-2@./9.py","./9.py","f","f( x )",1,2
10,6,115,0,20,"main@1-20@./6.py","./6.py","main","main( )",1,20
7,2,71,0,7,"main@1-7@./2.py","./2.py","main","main( )",1,7
20,6,194,0,24,"main@1-24@./3.py","./3.py","main","main( )",1,24
2,2,18,2,2,"f@1-2@./7.py","./7.py","f","f( X , A )",1,2
10,5,102,3,10,"solve@1-10@./0.py","./0.py","solve","solve( n , k , a )",1,10
21,10,262,0,30,"main@1-30@./4.py","./4.py","main","main( )",1,30
22,9,191,3,22,"solve@1-22@./5.py","./5.py","solve","solve( N , K , A )",1,22
3,1,37,0,3,"main@1-3@./1.py","./1.py","main","main( )",1,3
