20,4,158,0,20,"main@1-20@./8.py","./8.py","main","main( )",1,20
23,4,181,0,23,"main@1-23@./9.py","./9.py","main","main( )",1,23
23,4,181,0,23,"solve@1-23@./6.py","./6.py","solve","solve( )",1,23
21,4,164,0,21,"main@1-21@./2.py","./2.py","main","main( )",1,21
11,2,129,0,11,"main@1-11@./3.py","./3.py","main","main( )",1,11
23,4,181,0,23,"main@1-23@./7.py","./7.py","main","main( )",1,23
10,2,138,0,10,"main@1-10@./0.py","./0.py","main","main( )",1,10
23,4,181,0,23,"main@1-23@./4.py","./4.py","main","main( )",1,23
23,6,183,0,23,"main@1-23@./5.py","./5.py","main","main( )",1,23
11,2,133,0,11,"main@1-11@./1.py","./1.py","main","main( )",1,11
