5,2,28,0,8,"main@1-8@./8.py","./8.py","main","main( )",1,8
5,2,26,0,5,"main@1-5@./9.py","./9.py","main","main( )",1,5
6,3,22,1,6,"sport_event@1-6@./6.py","./6.py","sport_event","sport_event( Y )",1,6
7,3,30,0,7,"main@1-7@./2.py","./2.py","main","main( )",1,7
6,2,37,0,6,"main@1-6@./3.py","./3.py","main","main( )",1,6
3,1,22,0,3,"main@1-3@./7.py","./7.py","main","main( )",1,3
8,3,32,0,8,"main@1-8@./0.py","./0.py","main","main( )",1,8
6,2,35,0,6,"main@1-6@./4.py","./4.py","main","main( )",1,6
6,2,37,0,6,"main@1-6@./5.py","./5.py","main","main( )",1,6
8,3,32,0,8,"main@1-8@./1.py","./1.py","main","main( )",1,8
