,90,79,78,76,71,68,67,66,63,62,61,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,14.0,16.0,6.0,27.0,28.0,31.0,34.0,34.0,66.0,42.0,27.0,24.0,34.0,30.0,21.0,19.0,10.0,22.0,864.0
B,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,3.0,11.0,12.0,13.0,12.0,4.0,20.0,11.0,8.0,25.0,20.0,53.0,15.0,34.0,45.0,32.0,63.0,40.0,34.0,90.0,51.0,20.0,26.0,33.0,40.0,18.0,23.0,13.0,35.0,860.0
C,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,4.0,10.0,13.0,18.0,27.0,14.0,26.0,28.0,18.0,39.0,18.0,30.0,16.0,17.0,26.0,39.0,71.0,69.0,60.0,74.0,67.0,71.0,53.0,75.0,50.0,24.0,57.0,37.0,33.0,14.0,21.0,25.0,20.0,5.0,13.0,11.0,482.0
D,6.0,4.0,3.0,0.0,0.0,0.0,7.0,4.0,8.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,14.0,8.0,12.0,9.0,5.0,17.0,1.0,18.0,14.0,28.0,9.0,14.0,6.0,13.0,7.0,9.0,13.0,13.0,22.0,66.0,58.0,46.0,42.0,63.0,46.0,64.0,35.0,67.0,73.0,74.0,60.0,59.0,60.0,46.0,40.0,46.0,66.0,41.0,27.0,36.0,17.0,6.0,2.0,5.0,1.0,5.0,3.0,30.0,3.0,172.0
