problem_number,pass_num,total_num,accuracy
099,0,10
100,6,10
101,5,10
102,5,10
103,5,8
104,8,10
105,8,10
106,3,10
107,9,10
108,2,10
109,1,10
110,0,10
111,1,10
112,7,10
113,1,9
114,0,1
115,6,10
116,4,10
117,8,10
118,0,8
119,7,10
120,5,6
121,10,10
122,5,10
123,8,10
124,1,8
125,0,6
126,0,1
127,8,10
128,8,10
129,0,1
130,0,9
131,0,5
132,4,5
133,6,10
134,4,9
135,9,10
136,7,10
137,4,10
138,0,9
139,7,9
140,7,7
141,9,10
142,5,6
143,5,6
144,1,9
145,0,10
146,0,9
147,3,10
148,0,5
149,9,10
150,1,9
151,9,10
152,6,10
153,4,6
154,9,9
155,9,10
156,3,7
157,1,10
158,2,9
159,0,6
160,8,10
161,3,5
162,1,8
163,7,10
164,6,6
165,0,9
166,5,10
167,6,10
168,0,10
169,4,10
170,4,10
171,6,10
172,6,10
173,9,10
174,3,10
175,8,10
176,0,1
177,2,10
178,0,10
179,4,8
180,6,10
181,5,10
182,0,10
183,2,10
184,1,10
185,0,10
186,7,8
187,0,10
188,3,10
189,3,9
190,10,10
191,0,1
192,2,7
193,2,9
194,0,8
195,0,7
196,0,7
197,0,10
198,5,10
199,1,10
200,6,10
201,3,10
202,0,10
203,4,9
204,0,10
205,1,8
206,0,10
207,0,10
208,1,10
209,2,9
210,1,10
211,3,10
212,6,9
213,0,10
214,0,9
215,0,10
216,0,1
217,5,5
218,0,10
219,5,10
220,0,9
221,0,1
222,0,10
223,0,10
224,7,10
225,0,10
226,0,10
227,0,10
228,0,10
229,0,10
230,1,10
231,2,9
232,0,10
233,0,10
234,2,10
235,2,10
236,0,10
237,0,10
238,0,10
239,0,9
240,0,10
241,0,10
242,0,10
243,0,1
244,0,10
245,0,9
246,0,10
247,5,9
248,0,10
249,0,10
250,0,10
251,0,10
252,0,10
253,0,10
254,0,10
255,0,10
256,0,10
257,0,9
258,7,9
259,0,10
260,0,10
261,7,9
262,0,10
263,0,10
264,0,10
265,4,10
266,2,9
267,0,10
268,0,9
269,1,8
270,0,10
271,0,9
272,0,10
273,0,10
274,0,10
275,0,10
276,0,10
277,0,10
278,1,8
279,0,10
280,6,10
281,1,10
282,2,10
283,0,10
284,5,10
285,6,10
286,0,10
287,0,10
