difficulty,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
A,435,31,20,17,20,49,37,18,19,17,739
B,705,52,57,34,32,68,35,20,25,24,705
C,954,96,65,61,33,54,39,41,23,16,405
D,1222,115,75,54,30,55,26,14,27,12,136
