,90,86,79,78,76,73,71,70,69,68,67,66,63,61,60,59,58,57,56,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,13.0,4.0,5.0,18.0,23.0,17.0,32.0,26.0,50.0,33.0,20.0,25.0,30.0,25.0,24.0,16.0,13.0,14.0,849.0
B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,13.0,8.0,9.0,11.0,8.0,6.0,18.0,8.0,40.0,24.0,50.0,13.0,35.0,43.0,30.0,50.0,43.0,54.0,50.0,55.0,37.0,29.0,13.0,37.0,17.0,10.0,4.0,30.0,922.0
C,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,4.0,11.0,8.0,19.0,22.0,24.0,33.0,26.0,18.0,40.0,16.0,37.0,21.0,16.0,17.0,24.0,82.0,60.0,51.0,79.0,49.0,90.0,40.0,56.0,59.0,30.0,55.0,45.0,23.0,33.0,21.0,22.0,11.0,11.0,10.0,22.0,592.0
D,6.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,12.0,6.0,0.0,1.0,3.0,1.0,6.0,0.0,10.0,6.0,4.0,3.0,9.0,17.0,7.0,16.0,20.0,2.0,11.0,3.0,18.0,9.0,31.0,8.0,23.0,10.0,22.0,9.0,15.0,16.0,9.0,19.0,59.0,40.0,59.0,46.0,70.0,44.0,44.0,28.0,71.0,70.0,93.0,61.0,93.0,77.0,50.0,51.0,58.0,58.0,36.0,21.0,41.0,11.0,12.0,15.0,8.0,3.0,6.0,5.0,39.0,8.0,208.0
