difficulty,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
A,478,34,21,26,19,39,31,17,17,15,739
B,670,58,55,33,30,57,38,22,24,23,728
C,1001,103,47,60,33,56,40,37,14,12,395
D,1202,124,82,65,31,45,25,8,19,11,132
