,90,85,79,78,76,75,74,73,71,68,67,66,63,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,42,41,40,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,12.0,8.0,3.0,17.0,20.0,19.0,27.0,24.0,52.0,41.0,24.0,17.0,27.0,26.0,23.0,15.0,9.0,19.0,860.0
B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,5.0,2.0,8.0,17.0,9.0,11.0,16.0,5.0,30.0,24.0,36.0,15.0,29.0,32.0,24.0,36.0,27.0,46.0,53.0,42.0,28.0,33.0,15.0,27.0,14.0,9.0,10.0,24.0,872.0
C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,15.0,17.0,24.0,21.0,18.0,16.0,18.0,29.0,23.0,13.0,17.0,28.0,66.0,38.0,37.0,40.0,37.0,81.0,37.0,36.0,41.0,29.0,29.0,24.0,18.0,30.0,7.0,20.0,9.0,5.0,10.0,13.0,439.0
D,7.0,1.0,3.0,2.0,0.0,1.0,0.0,8.0,2.0,0.0,6.0,3.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,7.0,1.0,11.0,4.0,1.0,5.0,11.0,4.0,4.0,6.0,2.0,10.0,2.0,8.0,9.0,1.0,12.0,40.0,24.0,25.0,34.0,36.0,23.0,13.0,15.0,40.0,33.0,59.0,34.0,39.0,31.0,36.0,30.0,43.0,23.0,21.0,17.0,26.0,11.0,4.0,6.0,3.0,2.0,0.0,3.0,24.0,1.0,125.0
