problem_number,pass_num,total_num,accuracy
099,4,5
100,6,6,1
101,10,10,1
102,5,10
103,7,9
104,3,5
105,3,6
106,1,7
107,6,6,1
108,4,7
109,5,9
110,3,6
111,10,10,1
112,4,4,1
113,3,4
114,3,9
115,0,5,0
116,7,9
117,0,3,0
118,4,5
119,0,7,0
120,7,10
121,6,7
122,7,8
123,3,6
124,8,10
125,6,9
126,8,9
127,6,8
128,4,5
129,4,7
130,5,5,1
131,1,7
132,7,10
133,5,7
134,3,3,1
135,4,10
136,3,7
137,1,4
138,5,6
139,7,7,1
140,3,3,1
141,2,10
142,0,6,0
143,4,10
144,4,8
145,5,5,1
146,4,5
147,5,8
148,9,9,1
149,3,4
150,3,9
151,5,5,1
152,4,4,1
153,9,10
154,0,5,0
155,2,10
156,4,5
157,5,10
158,5,7
159,7,7,1
160,2,4
161,3,5
162,1,9
163,0,9,0
164,1,9
165,8,8,1
166,4,4,1
167,2,8
168,9,10
169,2,5
170,9,9,1
171,3,3,1
172,4,4,1
173,2,10
174,5,5,1
175,5,9
176,7,9
177,5,7
178,8,9
179,5,9
180,3,5
181,0,7,0
182,2,4
183,2,6
184,2,4
185,5,10
186,3,3,1
187,7,10
188,2,8
189,4,10
190,1,9
191,9,9,1
192,7,9
193,0,8,0
194,4,10
195,5,6
196,2,5
197,3,5
198,6,8
199,5,6
200,3,10
201,5,9
202,4,4,1
203,5,6
204,3,6
205,0,3,0
206,5,8
207,3,9
208,3,10
209,6,8
210,5,9
211,0,6,0
212,3,8
213,3,5
214,5,5,1
215,4,6
216,3,9
217,7,8
218,7,7,1
219,4,9
220,6,8
221,3,5
222,4,10
223,5,9
224,8,8,1
225,1,9
226,1,9
227,3,9
228,0,6,0
229,0,10,0
230,0,7,0
231,0,4,0
232,4,4,1
233,0,8,0
234,0,3,0
235,4,10
236,4,9
237,6,6,1
238,4,6
239,0,8,0
240,1,10
241,2,10
242,0,10,0
243,4,10
244,5,6
245,0,10,0
246,6,10
247,0,6,0
248,5,10
249,0,10,0
250,0,8,0
251,0,7,0
252,4,4,1
253,1,10
254,1,10
255,8,9
256,3,3,1
257,1,10
258,8,10
259,0,10,0
260,2,10
261,7,9
262,5,8
263,4,10
264,5,8
265,0,10,0
266,5,5,1
267,1,10
268,10,10,1
269,2,2,1
270,0,10,0
271,6,10
272,6,8
273,5,7
274,7,7,1
275,5,5,1
276,4,9
277,5,9
278,5,10
279,0,7,0
280,8,10
281,3,3,1
282,10,10,1
283,6,7
284,7,8
285,0,10,0
286,0,10,0
287,6,10
