,90,79,77,76,74,73,71,70,69,68,67,66,63,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,15.0,28.0,10.0,25.0,36.0,43.0,59.0,58.0,101.0,68.0,38.0,33.0,38.0,31.0,27.0,22.0,19.0,13.0,732.0
B,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,22.0,3.0,16.0,18.0,13.0,16.0,5.0,19.0,16.0,18.0,35.0,25.0,51.0,34.0,53.0,66.0,31.0,86.0,67.0,76.0,104.0,39.0,32.0,30.0,18.0,39.0,22.0,8.0,10.0,22.0,717.0
C,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,6.0,6.0,13.0,26.0,29.0,21.0,24.0,46.0,33.0,22.0,50.0,22.0,16.0,28.0,22.0,35.0,33.0,107.0,86.0,72.0,66.0,58.0,101.0,58.0,61.0,62.0,20.0,36.0,28.0,27.0,34.0,19.0,22.0,18.0,6.0,7.0,3.0,413.0
D,4.0,6.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,4.0,11.0,7.0,2.0,1.0,1.0,4.0,6.0,0.0,0.0,7.0,10.0,3.0,6.0,9.0,12.0,6.0,19.0,19.0,4.0,16.0,1.0,23.0,14.0,25.0,6.0,13.0,10.0,13.0,7.0,19.0,25.0,9.0,27.0,62.0,68.0,54.0,44.0,81.0,47.0,42.0,38.0,57.0,78.0,105.0,54.0,77.0,52.0,45.0,65.0,47.0,51.0,42.0,18.0,23.0,19.0,5.0,13.0,7.0,2.0,6.0,5.0,33.0,4.0,146.0
