problem_number,pass_num,total_num,accuracy
099,0,10,0
100,3,10
101,2,10
102,3,10
103,0,8,0
104,7,10
105,5,10
106,3,9
107,4,9
108,0,10,0
109,5,10
110,1,10
111,4,10
112,5,9
113,0,10,0
114,1,10
115,9,10
116,4,10
117,5,10
118,2,10
119,3,9
120,3,10
121,3,10
122,5,10
123,7,10
124,3,10
125,6,8
126,0,10,0
127,9,10
128,3,10
129,0,9,0
130,0,10,0
131,1,8
132,7,10
133,6,8
134,3,10
135,7,10
136,4,10
137,2,10
138,0,9,0
139,7,10
140,3,9
141,9,10
142,5,8
143,6,10
144,2,10
145,0,8,0
146,1,8
147,2,10
148,4,9
149,7,10
150,0,10,0
151,4,10
152,6,10
153,6,10
154,1,6
155,1,10
156,4,10
157,0,10,0
158,1,9
159,0,5,0
160,5,10
161,6,10
162,2,6
163,6,7
164,3,7
165,1,10
166,3,10
167,4,10
168,0,10,0
169,0,5,0
170,4,10
171,3,10
172,4,10
173,2,6
174,1,10
175,8,10
176,1,10
177,3,10
178,5,10
179,2,9
180,5,9
181,4,10
182,0,10,0
183,2,8
184,2,8
185,0,8,0
186,7,10
187,0,10,0
188,1,10
189,3,10
190,8,10
191,2,9
192,0,9,0
193,0,10,0
194,0,9,0
195,0,10,0
196,0,8,0
197,0,10,0
198,0,8,0
199,2,10
200,7,10
201,5,10
202,2,10
203,5,10
204,0,9,0
205,4,10
206,1,10
207,1,10
208,0,10,0
209,8,10
210,4,10
211,4,10
212,6,10
213,0,8,0
214,1,10
215,1,10
216,0,10,0
217,6,8
218,0,10,0
219,2,9
220,1,10
221,0,10,0
222,3,10
223,0,1,0
224,7,10
225,0,7,0
226,0,10,0
227,0,10,0
228,0,10,0
229,0,10,0
230,1,9
231,0,10,0
232,0,9,0
233,0,10,0
234,0,10,0
235,0,10,0
236,1,10
237,0,10,0
238,0,10,0
239,0,7,0
240,0,10,0
241,0,10,0
242,1,10
243,0,10,0
244,4,9
245,0,9,0
246,0,10,0
247,6,10
248,0,10,0
249,0,10,0
250,0,9,0
251,0,10,0
252,0,10,0
253,1,10
254,0,9,0
255,0,9,0
256,0,10,0
257,0,10,0
258,4,9
259,0,10,0
260,0,10,0
261,3,10
262,0,10,0
263,0,10,0
264,0,10,0
265,0,10,0
266,2,10
267,0,10,0
268,0,10,0
269,0,10,0
270,0,9,0
271,0,10,0
272,0,9,0
273,0,10,0
274,0,10,0
275,0,10,0
276,0,9,0
277,0,10,0
278,1,7
279,1,9
280,4,10
281,2,9
282,0,10,0
283,0,10,0
284,7,9
285,4,10
286,0,9,0
287,0,8,0
