difficulty,pass_num,total_num,accuracy
B,860,1686,0.5100830367734283
B,858,1698,0.5053003533568905
B,811,1594,0.5087829360100377
B,842,1631,0.5162477007970571
B,857,1698,0.5047114252061249
,845.6,1661.4,0.5090250904287077
