difficulty,pass_num,total_num,accuracy
D,172,1657,0.1038020519010259
D,182,1813,0.1003861003861003
D,151,1622,0.0930949445129469
D,167,1524,0.1095800524934383
D,217,1812,0.1197571743929359
,177.8,1685.6,0.10532406473728946
