difficulty,pass_num,total_num,accuracy
A,864,1357,0.636698599852616
A,878,1343,0.6537602382725242
A,856,1346,0.6359583952451708
A,819,1355,0.6044280442804428
A,831,1375,0.6043636363636363
,849.6,1355.2,0.627041782802878
