difficulty,pass_num,total_num,accuracy
D,170,1697,0.1001767825574543
D,155,1526,0.101572739187418
D,153,1391,0.1099928109273903
D,125,974,0.1283367556468172
D,208,1832,0.1135371179039301
,162.2,1484.0,0.11072324124460198
