difficulty,pass_num,total_num,accuracy
B,872,1651,0.5281647486371895
B,824,1559,0.5285439384220654
B,879,1619,0.5429277331686226
B,872,1515,0.5755775577557756
B,922,1693,0.544595392793857
,873.8,1607.4,0.543961874155502
