difficulty,pass_num,total_num,accuracy
C,482,1668,0.2889688249400479
C,454,1597,0.2842830306825297
C,449,1577,0.284717818642993
C,439,1328,0.3305722891566265
C,592,1813,0.3265306122448979
,483.2,1596.6,0.30301451513341904
