,90,85,79,78,76,74,71,68,67,66,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,16.0,10.0,7.0,24.0,23.0,34.0,40.0,14.0,61.0,37.0,27.0,22.0,29.0,27.0,22.0,30.0,11.0,19.0,878.0
B,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,7.0,13.0,17.0,14.0,11.0,10.0,9.0,10.0,27.0,27.0,43.0,16.0,38.0,29.0,40.0,58.0,41.0,53.0,83.0,64.0,17.0,24.0,27.0,49.0,13.0,36.0,15.0,23.0,858.0
C,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,6.0,13.0,16.0,20.0,27.0,22.0,28.0,37.0,22.0,40.0,10.0,17.0,26.0,19.0,28.0,31.0,103.0,54.0,59.0,68.0,72.0,83.0,61.0,57.0,65.0,27.0,54.0,35.0,36.0,32.0,20.0,42.0,5.0,12.0,5.0,4.0,471.0
D,9.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,0.0,1.0,1.0,8.0,0.0,1.0,9.0,13.0,6.0,16.0,10.0,5.0,12.0,3.0,15.0,7.0,21.0,12.0,17.0,10.0,21.0,15.0,17.0,17.0,15.0,19.0,55.0,66.0,63.0,38.0,77.0,37.0,50.0,42.0,69.0,58.0,82.0,68.0,87.0,71.0,53.0,54.0,51.0,68.0,35.0,25.0,35.0,24.0,11.0,7.0,13.0,2.0,9.0,7.0,34.0,6.0,182.0
