,90,79,76,74,72,67,66,63,61,60,59,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,15.0,3.0,7.0,22.0,15.0,18.0,29.0,24.0,48.0,23.0,12.0,30.0,31.0,30.0,27.0,22.0,10.0,15.0,842.0
B,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,11.0,10.0,11.0,5.0,3.0,8.0,8.0,5.0,36.0,13.0,42.0,10.0,38.0,26.0,23.0,46.0,41.0,35.0,70.0,43.0,27.0,30.0,22.0,34.0,33.0,34.0,25.0,24.0,879.0
C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,3.0,7.0,15.0,10.0,16.0,24.0,20.0,26.0,11.0,37.0,7.0,20.0,19.0,16.0,18.0,29.0,81.0,57.0,48.0,49.0,59.0,72.0,48.0,58.0,66.0,32.0,54.0,42.0,33.0,27.0,17.0,25.0,17.0,9.0,18.0,13.0,449.0
D,3.0,1.0,1.0,0.0,1.0,9.0,1.0,3.0,0.0,3.0,6.0,6.0,1.0,0.0,9.0,2.0,0.0,1.0,5.0,8.0,3.0,18.0,8.0,3.0,8.0,4.0,15.0,3.0,17.0,5.0,15.0,11.0,6.0,3.0,17.0,15.0,12.0,14.0,57.0,49.0,43.0,23.0,55.0,33.0,21.0,25.0,42.0,39.0,66.0,73.0,66.0,52.0,47.0,40.0,49.0,65.0,43.0,20.0,24.0,15.0,7.0,8.0,2.0,1.0,1.0,3.0,28.0,4.0,153.0
