difficulty,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
A,314,34,18,20,19,45,31,20,18,25,831
B,501,68,32,32,37,58,44,26,22,21,857
C,721,140,57,52,36,69,57,55,13,22,552
D,1029,162,106,79,56,64,36,19,31,13,217
