,90,79,76,74,73,72,71,70,69,68,67,66,65,63,62,61,60,59,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,14.0,18.0,10.0,21.0,30.0,40.0,33.0,27.0,89.0,41.0,29.0,26.0,30.0,37.0,24.0,22.0,21.0,26.0,831.0
B,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,11.0,5.0,12.0,15.0,14.0,15.0,8.0,20.0,10.0,11.0,33.0,19.0,46.0,21.0,38.0,44.0,42.0,61.0,50.0,43.0,67.0,51.0,23.0,37.0,18.0,36.0,27.0,14.0,8.0,25.0,857.0
C,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,2.0,16.0,6.0,19.0,16.0,27.0,34.0,27.0,18.0,38.0,19.0,28.0,21.0,14.0,18.0,28.0,76.0,56.0,74.0,62.0,51.0,101.0,43.0,58.0,44.0,29.0,60.0,41.0,22.0,43.0,27.0,21.0,10.0,8.0,13.0,13.0,552.0
D,4.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,2.0,6.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,9.0,8.0,1.0,5.0,10.0,11.0,7.0,21.0,18.0,1.0,6.0,3.0,13.0,8.0,20.0,11.0,15.0,12.0,27.0,6.0,19.0,26.0,8.0,24.0,55.0,60.0,40.0,43.0,69.0,43.0,54.0,40.0,56.0,66.0,82.0,60.0,94.0,73.0,62.0,60.0,50.0,42.0,39.0,30.0,39.0,9.0,12.0,14.0,12.0,2.0,9.0,5.0,34.0,7.0,217.0
