,90,79,78,77,76,74,73,71,68,67,66,63,62,61,60,59,58,57,56,55,54,53,52,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,12.0,4.0,20.0,28.0,23.0,42.0,32.0,74.0,37.0,28.0,20.0,38.0,29.0,25.0,30.0,12.0,21.0,856.0
B,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,11.0,8.0,12.0,14.0,8.0,16.0,5.0,2.0,37.0,22.0,45.0,17.0,27.0,29.0,28.0,45.0,38.0,39.0,82.0,61.0,25.0,23.0,26.0,44.0,23.0,32.0,16.0,32.0,811.0
C,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,5.0,11.0,12.0,16.0,15.0,12.0,21.0,31.0,13.0,40.0,8.0,33.0,20.0,17.0,19.0,33.0,99.0,68.0,59.0,62.0,64.0,83.0,38.0,69.0,44.0,35.0,55.0,35.0,36.0,30.0,17.0,27.0,16.0,14.0,12.0,9.0,438.0
D,7.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,8.0,1.0,7.0,10.0,6.0,14.0,11.0,4.0,12.0,5.0,13.0,15.0,19.0,12.0,19.0,10.0,18.0,7.0,14.0,21.0,18.0,18.0,50.0,54.0,72.0,39.0,70.0,51.0,55.0,36.0,47.0,53.0,84.0,60.0,76.0,53.0,51.0,37.0,46.0,51.0,39.0,34.0,28.0,15.0,5.0,1.0,9.0,0.0,5.0,3.0,32.0,7.0,151.0
