problem_number,pass_num,total_num,accuracy
099,4,10
100,5,10
101,0,10,0
102,0,10,0
103,3,10
104,0,10,0
105,4,10
106,2,9
107,0,9,0
108,0,10,0
109,0,1,0
110,0,10,0
111,0,1,0
112,1,6
113,2,10
114,0,8,0
115,0,10,0
116,0,10,0
117,0,10,0
118,2,10
119,0,1,0
120,0,10,0
121,1,10
122,0,10,0
123,6,10
124,0,1,0
125,0,10,0
126,0,10,0
127,1,10
128,5,10
129,0,1,0
130,6,10
131,7,10
132,1,10
133,0,10,0
134,0,10,0
135,0,10,0
136,0,1,0
137,1,10
138,3,10
139,6,9
140,3,10
141,0,9,0
142,0,6,0
143,0,9,0
144,0,1,0
145,3,10
146,0,10,0
147,10,10,1
148,0,10,0
149,1,10
150,0,8,0
151,1,10
152,0,1,0
153,2,8
154,0,10,0
155,0,10,0
156,0,1,0
157,0,10,0
158,7,10
159,3,10
160,4,10
161,1,10
162,7,10
163,5,10
164,0,1,0
165,10,10,1
166,0,9,0
167,0,1,0
168,0,10,0
169,0,10,0
170,0,9,0
171,5,10
172,3,8
173,1,9
174,1,10
175,0,10,0
176,0,10,0
177,0,10,0
178,0,1,0
179,2,10
180,6,10
181,0,1,0
182,0,10,0
183,0,1,0
184,0,9,0
185,0,10,0
186,2,10
187,0,10,0
188,2,9
189,0,10,0
190,0,10,0
191,0,10,0
192,0,1,0
193,0,10,0
194,0,10,0
195,0,10,0
196,0,9,0
197,0,10,0
198,0,8,0
199,0,10,0
200,0,10,0
201,0,10,0
202,0,9,0
203,0,10,0
204,0,8,0
205,0,10,0
206,0,10,0
207,0,10,0
208,0,10,0
209,0,1,0
210,0,10,0
211,0,8,0
212,1,10
213,0,1,0
214,0,10,0
215,0,10,0
216,0,10,0
217,0,10,0
218,0,10,0
219,0,10,0
220,0,10,0
221,0,9,0
222,0,10,0
223,0,9,0
224,0,10,0
225,0,10,0
226,0,8,0
227,0,10,0
228,0,9,0
229,0,10,0
230,0,10,0
231,0,10,0
232,0,10,0
233,0,10,0
234,0,10,0
235,0,10,0
236,0,10,0
237,0,7,0
238,0,9,0
239,0,9,0
240,0,1,0
241,0,10,0
242,0,10,0
243,0,10,0
244,0,10,0
245,0,10,0
246,0,10,0
247,0,1,0
248,0,7,0
249,0,10,0
250,0,10,0
251,0,10,0
252,0,8,0
253,0,9,0
254,0,8,0
255,0,1,0
256,8,9
257,0,9,0
258,0,9,0
259,0,10,0
260,0,9,0
261,0,10,0
262,0,10,0
263,0,8,0
264,0,10,0
265,0,9,0
266,0,10,0
267,0,10,0
268,0,10,0
269,2,10
270,0,10,0
271,1,10
272,0,1,0
273,0,10,0
274,0,10,0
275,0,1,0
276,0,10,0
277,0,10,0
278,0,10,0
279,0,9,0
280,0,1,0
281,0,9,0
282,0,10,0
283,0,10,0
284,0,10,0
285,0,10,0
286,0,10,0
287,0,10,0
