,90,85,84,79,78,75,74,69,68,67,66,63,61,60,59,58,57,56,55,54,53,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,3.0,0.0,19.0,24.0,27.0,17.0,19.0,34.0,33.0,23.0,28.0,30.0,36.0,37.0,30.0,18.0,10.0,840.0
B,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,10.0,5.0,14.0,4.0,8.0,9.0,10.0,12.0,25.0,19.0,39.0,14.0,28.0,15.0,22.0,57.0,25.0,43.0,65.0,61.0,27.0,34.0,29.0,47.0,25.0,26.0,20.0,23.0,824.0
C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,1.0,2.0,3.0,10.0,8.0,6.0,19.0,20.0,30.0,19.0,14.0,38.0,20.0,35.0,17.0,17.0,20.0,30.0,70.0,50.0,46.0,52.0,75.0,73.0,44.0,58.0,67.0,33.0,45.0,39.0,34.0,29.0,18.0,40.0,10.0,6.0,7.0,12.0,454.0
D,4.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,9.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,8.0,12.0,7.0,12.0,12.0,3.0,5.0,7.0,15.0,7.0,28.0,12.0,19.0,9.0,18.0,7.0,10.0,20.0,12.0,20.0,56.0,43.0,49.0,23.0,43.0,42.0,37.0,27.0,60.0,48.0,76.0,64.0,66.0,67.0,41.0,39.0,44.0,68.0,38.0,27.0,21.0,21.0,6.0,7.0,3.0,5.0,7.0,4.0,32.0,1.0,155.0
